ligne;siret;nom;saison;type_audit;statut_ecocert;probleme;details
3;5344551180040;FOODIZ SOLUTIONS;2026;Renewal audit;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 5344551180040 — ID Ecocert : 301081
14;;CRYSTAL;2026;Additional inspection;2-Inspection order accepted;SIRET manquant;"SIRET brut : """""
15;;OCCITANE PLATS CUISINES;2026;Documentary review;2-Inspector's Infoportal;SIRET manquant;"SIRET brut : """""
16;;RIGA SAS ( Logistique);2026;Additional inspection;2-Inspector's Infoportal;SIRET manquant;"SIRET brut : """""
23;1715010300046;HYGIENE ET NATURE;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 1715010300046 — ID Ecocert : 121132
25;;FROMAGERIE MILLERET;2026;Additional inspection;2-Inspection order accepted;SIRET manquant;"SIRET brut : """""
27;63632053300012;POULIQUEN;2026;Renewal audit;2-Inspection in progress;SIRET inconnu dans la base FEEF;SIRET Ecocert : 63632053300012 — ID Ecocert : 63056
31;821064847;CHICHE;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 821064847 — ID Ecocert : 166500
36;55850337100178;GROUPE FRANCAISE DE  GASTRONOMIE;2026;Annual inspection;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 55850337100178 — ID Ecocert : 233287
37;90003265700026;ATELIER CORSE FRUITS ET LEGUMES;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 90003265700026 — ID Ecocert : 250846
43;41026927800017;BIO FERME;2026;Additional inspection;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 41026927800017 — ID Ecocert : 114465
48;38233895200056;SPH GERARD BERTRAND SITE EMBOUTEILLAGE NARBONNE;2026;Additional inspection;2-Inspection order accepted;SIRET inconnu dans la base FEEF;SIRET Ecocert : 38233895200056 — ID Ecocert : 102352
51;;LOBODIS;2026;Documentary review;2-Inspector's Infoportal;SIRET manquant;"SIRET brut : """""
52;45103226200029;PARFUMS CORANIA;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 45103226200029 — ID Ecocert : 306025
57;;ALTHO;2026;Renewal audit;2-Inspector's Infoportal;SIRET manquant;"SIRET brut : """""
61;44916448200050;ETHIQUABLE;2026;Renewal audit;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 44916448200050 — ID Ecocert : 67846
72;83094262900015;BIOMERE (ex : Jubiles);2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 83094262900015 — ID Ecocert : 167983
75;528126584;GALILEO;2026;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 528126584 — ID Ecocert : 168015
76;33985193300012;MARIE MORIN FRANCE;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 33985193300012 — ID Ecocert : 21004
79;80524372200024;HOLLEA;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 80524372200024 — ID Ecocert : 156929
80;6820068200018;ETS PIERRE BOURRE;2026;Renewal audit;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 6820068200018 — ID Ecocert : 139041
83;41265481600021;UPCS (Groupe DEBROAS);2026;Annual inspection;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 41265481600021 — ID Ecocert : 233854
91;85580259100013;NATURE ET ALIMENTS;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 85580259100013 — ID Ecocert : 20269
93;30887574900019;DELOUIS FILS;2026;Renewal audit;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 30887574900019 — ID Ecocert : 20117
98;62162092100075;CONFISERIE DU ROY RENE;2026;Renewal audit;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 62162092100075 — ID Ecocert : 21952
103;38466458700035;GROUPE LE GRAET;2026;Renewal audit;2-Inspection order accepted;SIRET inconnu dans la base FEEF;SIRET Ecocert : 38466458700035 — ID Ecocert : 192231
104;;PAGES VEDRENNE;2026;Additional inspection;2-Inspector's Infoportal;SIRET manquant;"SIRET brut : """""
105;32135524000037;JC DAVID;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 32135524000037 — ID Ecocert : 84552
107;42488126600078;APIHA;2026;Renewal audit;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 42488126600078 — ID Ecocert : 129497
109;;AGROPROD;2026;Additional inspection;1-Inspection order created;SIRET manquant;"SIRET brut : """""
110;47998353800030;ALFAGEL;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 47998353800030 — ID Ecocert : 177177
116;40588005500059;LA RUCHE ROANNAISE BESACIER;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 40588005500059 — ID Ecocert : 24447
119;34184205200027;MARO-OCEANS;2026;Renewal audit;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 34184205200027 — ID Ecocert : 82354
122;84487722500012;MAISON SAVARY;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 84487722500012 — ID Ecocert : 315104
126;35066817400054;MACEO GROUPE;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 35066817400054 — ID Ecocert : 194483
128;;Salaison SABOIAS;2026;Additional inspection;2-Inspector's Infoportal;SIRET manquant;"SIRET brut : """""
134;53029122800027;BRASSERIE DE SUTTER;2026;Initial inspection;3-Certification order accepted;SIRET inconnu dans la base FEEF;SIRET Ecocert : 53029122800027 — ID Ecocert : 159961
136;45520300000027;LA COMPAGNIE DU BISCUIT;2026;Additional inspection;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 45520300000027 — ID Ecocert : 37018
137;57215120700030;SAINTE LUCIE;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 57215120700030 — ID Ecocert : 69710
140;303229504;AGROBIOTHERS LABORATOIRE;2026;Renewal audit;2-Inspection order accepted;SIRET inconnu dans la base FEEF;SIRET Ecocert : 303229504 — ID Ecocert : 114616
145;83267504500021;PHAMED;2026;Initial inspection;3-Certification order accepted;SIRET inconnu dans la base FEEF;SIRET Ecocert : 83267504500021 — ID Ecocert : 191967
149;37934015100115;LMT Biscuiteries ( site de Coray);2026;Additional inspection;2-Inspection order accepted;SIRET inconnu dans la base FEEF;SIRET Ecocert : 37934015100115 — ID Ecocert : 188502
157;74562027800044;ROUTIN;2026;Renewal audit;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 74562027800044 — ID Ecocert : 38582
158;37934015100057;LOC MARIA BISCUIT;2026;Additional inspection;2-Inspection order accepted;SIRET inconnu dans la base FEEF;SIRET Ecocert : 37934015100057 — ID Ecocert : 245828
163;38233895200015;SPH GERARD BERTRAND  - SITE PRINCIPAL;2026;Annual inspection;2-Inspection order accepted;SIRET inconnu dans la base FEEF;SIRET Ecocert : 38233895200015 — ID Ecocert : 64142
175;43678021700028;BISCUITERIE DE LA TOUR D'ALBON;2026;Additional inspection;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 43678021700028 — ID Ecocert : 20034
177;53224105600029;NINKASI DISTILLERIE;2026;Additional inspection;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 53224105600029 — ID Ecocert : 158082
180;5307800060025;MAISON MARLERE;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 5307800060025 — ID Ecocert : 168876
181;59977943800031;ROSTAIN;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 59977943800031 — ID Ecocert : 20424
183;;MALONGO;2026;Additional inspection;2-Inspector's Infoportal;SIRET manquant;"SIRET brut : """""
186;34746424000030;REITZEL BRIAND;2026;Additional inspection;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 34746424000030 — ID Ecocert : 180053
190;41420362000045;TREO;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 41420362000045 — ID Ecocert : 62426
196;;WOLF LINGERIE;2026;Documentary review;2-Inspector's Infoportal;SIRET manquant;"SIRET brut : """""
197;1575153000013;MULOT ET PETITJEAN;2026;Renewal audit;2-Inspection order accepted;SIRET inconnu dans la base FEEF;SIRET Ecocert : 1575153000013 — ID Ecocert : 63578
201;;Collectif AEB services;2026;Documentary review;2-Inspector's Infoportal;SIRET manquant;"SIRET brut : """""
207;30088211500078;SAINT BERNARD;2026;Renewal audit;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 30088211500078 — ID Ecocert : 199400
208;39420218800147;ESPRIT DU SEL;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 39420218800147 — ID Ecocert : 67934
214;82038874200018;LECHEF BRETAGNE INTERNATIONAL;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 82038874200018 — ID Ecocert : 306621
216;75720010000019;BISCUITS BOUVARD;2026;Annual inspection;2-Inspection order accepted;SIRET inconnu dans la base FEEF;SIRET Ecocert : 75720010000019 — ID Ecocert : 62851
220;;Natur'Opéra;2026;Additional inspection;2-Inspector's Infoportal;SIRET manquant;"SIRET brut : """""
222;56850321300023;RAIFALSA-ALELOR;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 56850321300023 — ID Ecocert : 30150
223;32866639100013;ACCOR LUBRIFIANTS;2026;Initial inspection;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 32866639100013 — ID Ecocert : 315711
224;43523314300013;LES JARDINS DE L'ORBRIE;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 43523314300013 — ID Ecocert : 62762
227;408061091000;SADAC;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 408061091000 — ID Ecocert : 51427
229;53273732700017;BRASSERIE DE VEZELAY;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 53273732700017 — ID Ecocert : 121964
237;;LPA - LES P'TITS AMOUREUX;2026;Documentary review;2-Inspector's Infoportal;SIRET manquant;"SIRET brut : """""
240;35302694100032;PODER;2026;Documentary review;2-Inspection order accepted;SIRET inconnu dans la base FEEF;SIRET Ecocert : 35302694100032 — ID Ecocert : 20375
249;38863525200025;NATURALIM France Miel;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 38863525200025 — ID Ecocert : 21567
253;53844935600020;Groupe SECO SAS;2026;Annual inspection;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 53844935600020 — ID Ecocert : 287773
257;90795192500037;Heritage;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 90795192500037 — ID Ecocert : 265308
260;6820068200018;ETS PIERRE BOURRE;2025;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 6820068200018 — ID Ecocert : 139041
263;;LPA - LES P'TITS AMOUREUX;2025;Initial inspection;3-Inspection finished - Pool;SIRET manquant;"SIRET brut : """""
266;;ALTHO;2025;Annual inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
270;;Natur'Opéra;2025;Additional inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
276;42488126600078;APIHA;2025;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 42488126600078 — ID Ecocert : 129497
290;45103226200029;PARFUMS CORANIA;2025;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 45103226200029 — ID Ecocert : 306025
292;90003265700026;ATELIER CORSE FRUITS ET LEGUMES;2025;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 90003265700026 — ID Ecocert : 250846
295;;OCCITANE PLATS CUISINES;2025;Initial inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
296;1575153000013;MULOT ET PETITJEAN;2025;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 1575153000013 — ID Ecocert : 63578
297;;WOLF LINGERIE;2025;Renewal audit;4-Certification finished;SIRET manquant;"SIRET brut : """""
298;74562027800044;ROUTIN;2025;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 74562027800044 — ID Ecocert : 38582
301;1715010300046;HYGIENE ET NATURE;2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 1715010300046 — ID Ecocert : 121132
303;59977943800031;ROSTAIN;2025;Renewal audit;3-Inspection finished - Pool;SIRET inconnu dans la base FEEF;SIRET Ecocert : 59977943800031 — ID Ecocert : 20424
307;35302694100032;PODER;2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 35302694100032 — ID Ecocert : 20375
311;;LOBODIS;2025;Renewal audit;4-Certification finished;SIRET manquant;"SIRET brut : """""
313;;GROUPE FRANCAISE DE  GASTRONOMIE;2025;Additional inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
320;75720010000019;BISCUITS BOUVARD;2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 75720010000019 — ID Ecocert : 62851
331;;Collectif AEB services;2025;Renewal audit;4-Certification finished;SIRET manquant;"SIRET brut : """""
341;57215120700030;SAINTE LUCIE;2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 57215120700030 — ID Ecocert : 69710
349;44916448200050;ETHIQUABLE;2025;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 44916448200050 — ID Ecocert : 67846
351;34184205200027;MARO-OCEANS;2025;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 34184205200027 — ID Ecocert : 82354
355;38233895200015;SPH GERARD BERTRAND  - SITE PRINCIPAL;2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 38233895200015 — ID Ecocert : 64142
359;56850321300023;RAIFALSA-ALELOR;2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 56850321300023 — ID Ecocert : 30150
364;30088211500078;SAINT BERNARD;2025;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 30088211500078 — ID Ecocert : 199400
365;41265481600021;UPCS (Groupe DEBROAS);2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 41265481600021 — ID Ecocert : 233854
371;;MADEMOISELLE DE MARGAUX;2025;Additional inspection;3-Inspection finished - Pool;SIRET manquant;"SIRET brut : """""
373;408061091000;SADAC;2025;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 408061091000 — ID Ecocert : 51427
374;53273732700017;BRASSERIE DE VEZELAY;2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 53273732700017 — ID Ecocert : 121964
376;5307800060025;MAISON MARLERE;2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 5307800060025 — ID Ecocert : 168876
383;85580259100013;NATURE ET ALIMENTS;2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 85580259100013 — ID Ecocert : 20269
391;90795192500037;Heritage;2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 90795192500037 — ID Ecocert : 265308
393;32135524000037;JC DAVID;2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 32135524000037 — ID Ecocert : 84552
395;;LOC MARIA;2025;Additional inspection;3-Certification in progress;SIRET manquant;"SIRET brut : """""
400;80524372200024;HOLLEA;2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 80524372200024 — ID Ecocert : 156929
407;43523314300013;LES JARDINS DE L'ORBRIE;2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 43523314300013 — ID Ecocert : 62762
410;63632053300012;POULIQUEN;2025;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 63632053300012 — ID Ecocert : 63056
415;821064847;CHICHE;2025;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 821064847 — ID Ecocert : 166500
421;38863525200025;NATURALIM France Miel;2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 38863525200025 — ID Ecocert : 21567
423;41420362000045;TREO;2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 41420362000045 — ID Ecocert : 62426
427;;CALUIRE LEGUMES;2025;Initial inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
428;53844935600020;Groupe SECO SAS;2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 53844935600020 — ID Ecocert : 287773
430;38466458700035;GROUPE LE GRAET;2025;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 38466458700035 — ID Ecocert : 192231
431;39420218800147;ESPRIT DU SEL;2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 39420218800147 — ID Ecocert : 67934
433;303229504;AGROBIOTHERS LABORATOIRE;2025;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 303229504 — ID Ecocert : 114616
444;83094262900015;BIOMERE (ex : Jubiles);2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 83094262900015 — ID Ecocert : 167983
449;30887574900019;DELOUIS FILS;2025;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 30887574900019 — ID Ecocert : 20117
458;47998353800030;ALFAGEL;2025;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 47998353800030 — ID Ecocert : 177177
460;5344551180040;FOODIZ SOLUTIONS;2025;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 5344551180040 — ID Ecocert : 301081
465;37897020600033;FRUITS ROUGES & CO;2025;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 37897020600033 — ID Ecocert : 298340
468;33985193300012;MARIE MORIN FRANCE;2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 33985193300012 — ID Ecocert : 21004
474;62162092100075;CONFISERIE DU ROY RENE;2025;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 62162092100075 — ID Ecocert : 21952
482;84487722500012;MAISON SAVARY;2025;Initial inspection;3-Certification in progress;SIRET inconnu dans la base FEEF;SIRET Ecocert : 84487722500012 — ID Ecocert : 315104
485;40588005500059;LA RUCHE ROANNAISE BESACIER;2025;Renewal audit;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 40588005500059 — ID Ecocert : 24447
495;82038874200018;LECHEF BRETAGNE INTERNATIONAL;2025;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 82038874200018 — ID Ecocert : 306621
497;35066817400054;MACEO GROUPE;2025;Initial inspection;2-Inspection in progress;SIRET inconnu dans la base FEEF;SIRET Ecocert : 35066817400054 — ID Ecocert : 194483
509;74562027800044;ROUTIN;2024;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 74562027800044 — ID Ecocert : 38582
511;42488126600078;APIHA;2024;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 42488126600078 — ID Ecocert : 129497
518;6820068200018;ETS PIERRE BOURRE;2024;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 6820068200018 — ID Ecocert : 139041
519;5307800060025;MAISON MARLERE;2024;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 5307800060025 — ID Ecocert : 168876
520;;CIDRES LEBRUN;2024;Annual inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
522;54625022600026;BISCUITS CANTREAU;2024;Additional inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 54625022600026 — ID Ecocert : 25006
524;38466458700035;GROUPE LE GRAET;2024;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 38466458700035 — ID Ecocert : 192231
531;56850321300023;RAIFALSA-ALELOR;2024;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 56850321300023 — ID Ecocert : 30150
544;33985193300012;MARIE MORIN FRANCE;2024;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 33985193300012 — ID Ecocert : 21004
545;42698009000010;Maison GUINOU;2024;Additional inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 42698009000010 — ID Ecocert : 301877
547;44916448200050;ETHIQUABLE;2024;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 44916448200050 — ID Ecocert : 67846
553;75720010000019;BISCUITS BOUVARD;2024;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 75720010000019 — ID Ecocert : 62851
566;53844935600020;Groupe SECO SAS;2024;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 53844935600020 — ID Ecocert : 287773
569;35302694100032;PODER;2024;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 35302694100032 — ID Ecocert : 20375
578;59977943800031;ROSTAIN;2024;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 59977943800031 — ID Ecocert : 20424
588;;CULTURE MIEL;2024;Annual inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
591;55850337100178;GROUPE FRANCAISE DE  GASTRONOMIE;2024;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 55850337100178 — ID Ecocert : 233287
596;1715010300046;HYGIENE ET NATURE;2024;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 1715010300046 — ID Ecocert : 121132
600;85580259100013;NATURE ET ALIMENTS;2024;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 85580259100013 — ID Ecocert : 20269
603;39420218800147;ESPRIT DU SEL;2024;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 39420218800147 — ID Ecocert : 67934
607;;WOLF LINGERIE;2024;Documentary review;4-Certification finished;SIRET manquant;"SIRET brut : """""
610;1575153000013;MULOT ET PETITJEAN;2024;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 1575153000013 — ID Ecocert : 63578
614;83094262900015;BIOMERE (ex : Jubiles);2024;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 83094262900015 — ID Ecocert : 167983
